2017-07-03 23:34:58,791 |main                 |ContainerLoader               |I| [Startup] Loading containers...
2017-07-03 23:36:50,618 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CarrierShipmentBoxType]
2017-07-03 23:36:50,807 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [CarrierShipmentMethod]
2017-07-03 23:36:50,941 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CartAbandonedLine]
2017-07-03 23:36:51,141 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [CheckAccount]
2017-07-03 23:36:51,341 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [CommEventContentAssoc]
2017-07-03 23:36:52,174 |pool-3-thread-1      |DatabaseUtil                  |I| Created 12 foreign key indices for entity [CommunicationEvent]
2017-07-03 23:36:52,307 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CommunicationEventOrder]
2017-07-03 23:36:52,441 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CommunicationEventProduct]
2017-07-03 23:36:52,508 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [CommunicationEventPrpTyp]
2017-07-03 23:36:52,641 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CommunicationEventPurpose]
2017-07-03 23:36:52,975 |pool-3-thread-1      |DatabaseUtil                  |I| Created 5 foreign key indices for entity [CommunicationEventRole]
2017-07-03 23:36:53,108 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CommunicationEventType]
2017-07-03 23:36:53,230 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CommunicationEventWorkEff]
2017-07-03 23:36:53,364 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [ConfigOptionProductOption]
2017-07-03 23:36:53,764 |pool-3-thread-1      |DatabaseUtil                  |I| Created 6 foreign key indices for entity [ContactList]
2017-07-03 23:36:54,175 |pool-3-thread-1      |DatabaseUtil                  |I| Created 6 foreign key indices for entity [ContactListCommStatus]
2017-07-03 23:36:54,442 |pool-3-thread-1      |DatabaseUtil                  |I| Created 4 foreign key indices for entity [ContactListParty]
2017-07-03 23:36:54,508 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ContactListPartyStatus]
2017-07-03 23:36:54,575 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ContactMech]
2017-07-03 23:36:54,642 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ContactMechAttribute]
2017-07-03 23:36:54,775 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [ContactMechLink]
2017-07-03 23:36:54,842 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ContactMechType]
2017-07-03 23:36:54,908 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ContactMechTypeAttr]
2017-07-03 23:36:55,042 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [ContactMechTypePurpose]
2017-07-03 23:36:55,175 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [Container]
2017-07-03 23:36:55,364 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [ContainerGeoPoint]
2017-07-03 23:36:56,242 |pool-3-thread-1      |DatabaseUtil                  |I| Created 13 foreign key indices for entity [Content]
2017-07-03 23:36:56,587 |pool-3-thread-1      |DatabaseUtil                  |I| Created 4 foreign key indices for entity [ContentApproval]
2017-07-03 23:36:57,054 |pool-3-thread-1      |DatabaseUtil                  |I| Created 7 foreign key indices for entity [ContentAssoc]
2017-07-03 23:36:57,120 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ContentAttribute]
2017-07-03 23:36:57,187 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ContentKeyword]
2017-07-03 23:36:57,387 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [ContentMetaData]
2017-07-03 23:36:57,531 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [ContentPurpose]
2017-07-03 23:36:57,876 |pool-3-thread-1      |DatabaseUtil                  |I| Created 5 foreign key indices for entity [ContentPurposeOperation]
2017-07-03 23:36:58,010 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [ContentRevision]
2017-07-03 23:36:58,209 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [ContentRevisionItem]
2017-07-03 23:36:58,343 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [ContentRole]
2017-07-03 23:36:58,410 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ContentSearchConstraint]
2017-07-03 23:36:58,476 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ContentType]
2017-07-03 23:36:58,532 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ContentTypeAttr]
2017-07-03 23:36:59,110 |pool-3-thread-1      |DatabaseUtil                  |I| Created 9 foreign key indices for entity [CostComponent]
2017-07-03 23:36:59,177 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [CostComponentAttribute]
2017-07-03 23:36:59,443 |pool-3-thread-1      |DatabaseUtil                  |I| Created 4 foreign key indices for entity [CostComponentCalc]
2017-07-03 23:36:59,499 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [CostComponentType]
2017-07-03 23:36:59,554 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [CostComponentTypeAttr]
2017-07-03 23:36:59,677 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CountryAddressFormat]
2017-07-03 23:36:59,799 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [CountryCapital]
2017-07-03 23:36:59,955 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [CountryTeleCode]
2017-07-03 23:37:00,144 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [CreditCard]
2017-07-03 23:37:00,766 |pool-3-thread-1      |DatabaseUtil                  |I| Created 10 foreign key indices for entity [CustRequest]
2017-07-03 23:37:00,833 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [CustRequestAttribute]
2017-07-03 23:37:00,899 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [CustRequestCategory]
2017-07-03 23:37:01,022 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CustRequestCommEvent]
2017-07-03 23:37:01,133 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CustRequestContent]
2017-07-03 23:37:01,388 |pool-3-thread-1      |DatabaseUtil                  |I| Created 4 foreign key indices for entity [CustRequestItem]
2017-07-03 23:37:01,555 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CustRequestItemNote]
2017-07-03 23:37:01,688 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CustRequestItemWorkEffort]
2017-07-03 23:37:01,800 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CustRequestNote]
2017-07-03 23:37:01,978 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [CustRequestParty]
2017-07-03 23:37:02,033 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [CustRequestResolution]
2017-07-03 23:37:02,200 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [CustRequestStatus]
2017-07-03 23:37:02,311 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CustRequestType]
2017-07-03 23:37:02,378 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [CustRequestTypeAttr]
2017-07-03 23:37:02,511 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [CustRequestWorkEffort]
2017-07-03 23:37:02,578 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [CustomMethod]
2017-07-03 23:37:02,645 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [CustomMethodType]
2017-07-03 23:37:02,845 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [CustomTimePeriod]
2017-07-03 23:37:02,911 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [DataCategory]
2017-07-03 23:37:03,522 |pool-3-thread-1      |DatabaseUtil                  |I| Created 10 foreign key indices for entity [DataResource]
2017-07-03 23:37:03,589 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [DataResourceAttribute]
2017-07-03 23:37:03,789 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [DataResourceMetaData]
2017-07-03 23:37:03,922 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [DataResourcePurpose]
2017-07-03 23:37:04,056 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [DataResourceRole]
2017-07-03 23:37:04,123 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [DataResourceType]
2017-07-03 23:37:04,189 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [DataResourceTypeAttr]
2017-07-03 23:37:04,256 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [DataSource]
2017-07-03 23:37:04,389 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [Deduction]
2017-07-03 23:37:04,456 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [DeductionType]
2017-07-03 23:37:04,523 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [Deliverable]
2017-07-03 23:37:04,723 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [Delivery]
2017-07-03 23:37:04,867 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [DesiredFeature]
2017-07-03 23:37:04,934 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [Document]
2017-07-03 23:37:05,001 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [DocumentAttribute]
2017-07-03 23:37:05,067 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [DocumentType]
2017-07-03 23:37:05,134 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [DocumentTypeAttr]
2017-07-03 23:37:05,268 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [EbayConfig]
2017-07-03 23:37:05,534 |pool-3-thread-1      |DatabaseUtil                  |I| Created 4 foreign key indices for entity [EbayShippingMethod]
2017-07-03 23:37:05,723 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [EftAccount]
2017-07-03 23:37:05,790 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ElectronicText]
2017-07-03 23:37:05,857 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [EmailTemplateSetting]
2017-07-03 23:37:06,190 |pool-3-thread-1      |DatabaseUtil                  |I| Created 5 foreign key indices for entity [EmplLeave]
2017-07-03 23:37:06,257 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [EmplLeaveReasonType]
2017-07-03 23:37:06,323 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [EmplLeaveType]
2017-07-03 23:37:06,457 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [EmplPosition]
2017-07-03 23:37:06,568 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [EmplPositionClassType]
2017-07-03 23:37:06,701 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [EmplPositionFulfillment]
2017-07-03 23:37:06,835 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [EmplPositionReportingStruct]
2017-07-03 23:37:06,968 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [EmplPositionResponsibility]
2017-07-03 23:37:07,035 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [EmplPositionType]
2017-07-03 23:37:07,157 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [EmplPositionTypeClass]
2017-07-03 23:37:07,212 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [EmplPositionTypeRate]
2017-07-03 23:37:07,457 |pool-3-thread-1      |DatabaseUtil                  |I| Created 4 foreign key indices for entity [Employment]
2017-07-03 23:37:07,591 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [EmploymentApp]
2017-07-03 23:37:07,657 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [EmploymentAppSourceType]
2017-07-03 23:37:07,724 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [EntityGroupEntry]
2017-07-03 23:37:07,791 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [EntitySyncHistory]
2017-07-03 23:37:07,857 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [EntitySyncInclude]
2017-07-03 23:37:07,991 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [EntitySyncIncludeGroup]
2017-07-03 23:37:08,057 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [Enumeration]
2017-07-03 23:37:08,124 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [EnumerationType]
2017-07-03 23:37:08,258 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [Example]
2017-07-03 23:37:08,313 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ExampleFeature]
2017-07-03 23:37:08,480 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [ExampleFeatureAppl]
2017-07-03 23:37:08,557 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ExampleFeatureApplType]
2017-07-03 23:37:08,691 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [ExampleItem]
2017-07-03 23:37:08,891 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [ExampleStatus]
2017-07-03 23:37:08,958 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ExampleType]
2017-07-03 23:37:09,536 |pool-3-thread-1      |DatabaseUtil                  |I| Created 9 foreign key indices for entity [Facility]
2017-07-03 23:37:09,591 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [FacilityAttribute]
2017-07-03 23:37:09,836 |pool-3-thread-1      |DatabaseUtil                  |I| Created 4 foreign key indices for entity [FacilityCarrierShipment]
2017-07-03 23:37:09,980 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FacilityContactMech]
2017-07-03 23:37:10,169 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [FacilityContactMechPurpose]
2017-07-03 23:37:10,358 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FacilityContent]
2017-07-03 23:37:10,480 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FacilityGroup]
2017-07-03 23:37:10,603 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FacilityGroupMember]
2017-07-03 23:37:10,736 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FacilityGroupRole]
2017-07-03 23:37:10,858 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FacilityGroupRollup]
2017-07-03 23:37:11,047 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [FacilityLocation]
2017-07-03 23:37:11,181 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FacilityLocationGeoPoint]
2017-07-03 23:37:11,436 |pool-3-thread-1      |DatabaseUtil                  |I| Created 4 foreign key indices for entity [FacilityParty]
2017-07-03 23:37:11,592 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [FacilityType]
2017-07-03 23:37:11,647 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [FacilityTypeAttr]
2017-07-03 23:37:11,714 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [FileExtension]
2017-07-03 23:37:12,059 |pool-3-thread-1      |DatabaseUtil                  |I| Created 6 foreign key indices for entity [FinAccount]
2017-07-03 23:37:12,114 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [FinAccountAttribute]
2017-07-03 23:37:12,192 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [FinAccountAuth]
2017-07-03 23:37:12,370 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FinAccountRole]
2017-07-03 23:37:12,603 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [FinAccountStatus]
2017-07-03 23:37:13,159 |pool-3-thread-1      |DatabaseUtil                  |I| Created 9 foreign key indices for entity [FinAccountTrans]
2017-07-03 23:37:13,226 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [FinAccountTransAttribute]
2017-07-03 23:37:13,292 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [FinAccountTransType]
2017-07-03 23:37:13,359 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [FinAccountTransTypeAttr]
2017-07-03 23:37:13,481 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FinAccountType]
2017-07-03 23:37:13,548 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [FinAccountTypeAttr]
2017-07-03 23:37:13,737 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [FinAccountTypeGlAccount]
2017-07-03 23:37:14,415 |pool-3-thread-1      |DatabaseUtil                  |I| Created 11 foreign key indices for entity [FixedAsset]
2017-07-03 23:37:14,482 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [FixedAssetAttribute]
2017-07-03 23:37:14,615 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FixedAssetDepMethod]
2017-07-03 23:37:14,748 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FixedAssetGeoPoint]
2017-07-03 23:37:14,882 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FixedAssetIdent]
2017-07-03 23:37:15,338 |pool-3-thread-1      |DatabaseUtil                  |I| Created 7 foreign key indices for entity [FixedAssetMaint]
2017-07-03 23:37:15,449 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FixedAssetMaintMeter]
2017-07-03 23:37:15,582 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FixedAssetMaintOrder]
2017-07-03 23:37:15,715 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FixedAssetMeter]
2017-07-03 23:37:15,982 |pool-3-thread-1      |DatabaseUtil                  |I| Created 4 foreign key indices for entity [FixedAssetProduct]
2017-07-03 23:37:16,116 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [FixedAssetRegistration]
2017-07-03 23:37:16,304 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [FixedAssetStdCost]
2017-07-03 23:37:16,371 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [FixedAssetStdCostType]
2017-07-03 23:37:16,438 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [FixedAssetType]
2017-07-03 23:37:16,627 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [FixedAssetTypeAttr]
2017-07-03 23:37:17,016 |pool-3-thread-1      |DatabaseUtil                  |I| Created 6 foreign key indices for entity [FixedAssetTypeGlAccount]
2017-07-03 23:37:17,083 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [Geo]
2017-07-03 23:37:17,271 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [GeoAssoc]
2017-07-03 23:37:17,483 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [GeoPoint]
2017-07-03 23:37:17,549 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [GeoType]
2017-07-03 23:37:17,716 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [GiftCard]
2017-07-03 23:37:18,016 |pool-3-thread-1      |DatabaseUtil                  |I| Created 5 foreign key indices for entity [GiftCardFulfillment]
2017-07-03 23:37:18,083 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [GitHubUser]
2017-07-03 23:37:18,417 |pool-3-thread-1      |DatabaseUtil                  |I| Created 5 foreign key indices for entity [GlAccount]
2017-07-03 23:37:18,483 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [GlAccountCategory]
2017-07-03 23:37:18,606 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [GlAccountCategoryMember]
2017-07-03 23:37:18,672 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [GlAccountClass]
2017-07-03 23:37:18,739 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [GlAccountGroup]
2017-07-03 23:37:18,917 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [GlAccountGroupMember]
2017-07-03 23:37:19,105 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [GlAccountHistory]
2017-07-03 23:37:19,239 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [GlAccountOrganization]
2017-07-03 23:37:19,372 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [GlAccountRole]
2017-07-03 23:37:19,439 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [GlAccountType]
2017-07-03 23:37:19,639 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [GlAccountTypeDefault]
2017-07-03 23:37:19,772 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [GlBudgetXref]
2017-07-03 23:37:19,839 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [GlJournal]
2017-07-03 23:37:20,028 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [GlReconciliation]
2017-07-03 23:37:20,162 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [GlReconciliationEntry]
2017-07-03 23:37:20,273 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [GoodIdentification]
2017-07-03 23:37:20,339 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [GoodIdentificationType]
2017-07-03 23:37:20,406 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [ImageDataResource]
2017-07-03 23:37:21,229 |pool-3-thread-1      |DatabaseUtil                  |I| Created 11 foreign key indices for entity [InventoryItem]
2017-07-03 23:37:21,295 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [InventoryItemAttribute]
2017-07-03 23:37:22,117 |pool-3-thread-1      |DatabaseUtil                  |I| Created 7 foreign key indices for entity [InventoryItemDetail]
2017-07-03 23:37:22,185 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [InventoryItemLabel]
2017-07-03 23:37:22,385 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [InventoryItemLabelAppl]
2017-07-03 23:37:22,451 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [InventoryItemLabelType]
2017-07-03 23:37:22,651 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [InventoryItemStatus]
2017-07-03 23:37:22,785 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [InventoryItemTempRes]
2017-07-03 23:37:22,840 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [InventoryItemType]
2017-07-03 23:37:22,907 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [InventoryItemTypeAttr]
2017-07-03 23:37:23,073 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [InventoryItemVariance]
2017-07-03 23:37:23,541 |pool-3-thread-1      |DatabaseUtil                  |I| Created 7 foreign key indices for entity [InventoryTransfer]
2017-07-03 23:37:24,140 |pool-3-thread-1      |DatabaseUtil                  |I| Created 9 foreign key indices for entity [Invoice]
2017-07-03 23:37:24,207 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [InvoiceAttribute]
2017-07-03 23:37:24,407 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [InvoiceContactMech]
2017-07-03 23:37:24,607 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [InvoiceContent]
2017-07-03 23:37:24,674 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [InvoiceContentType]
2017-07-03 23:37:25,586 |pool-3-thread-1      |DatabaseUtil                  |I| Created 13 foreign key indices for entity [InvoiceItem]
2017-07-03 23:37:25,774 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [InvoiceItemAssoc]
2017-07-03 23:37:25,841 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [InvoiceItemAssocType]
2017-07-03 23:37:25,908 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [InvoiceItemAttribute]
2017-07-03 23:37:26,041 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [InvoiceItemType]
2017-07-03 23:37:26,108 |pool-3-thread-1      |DatabaseUtil                  |I| Created 1 foreign key indices for entity [InvoiceItemTypeAttr]
2017-07-03 23:37:26,297 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [InvoiceItemTypeGlAccount]
2017-07-03 23:37:26,408 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [InvoiceItemTypeMap]
2017-07-03 23:37:26,530 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 foreign key indices for entity [InvoiceNote]
2017-07-03 23:37:26,786 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [InvoiceRole]
2017-07-03 23:37:26,964 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 foreign key indices for entity [InvoiceStatus]
